2002,Steven Spielberg
2002,Roman Polanski
2002,Martin Scorsese
2003,Peter Jackson
2003,Tim Burton
2003,Sofia Coppola
2003,Clint Eastwood
2003,Jim Sheridan
2004,Martin Scorsese
2004,Clint Eastwood
2004,Marc Forster
2004,Taylor Hackford
2004,Alexander Payne
2005,Ang Lee
2005,George Clooney
2005,Paul Haggis
2005,Ron Howard
2005,Steven Spielberg
2006,Martin Scorsese
2006,Bill Condon
2006,Clint Eastwood
2006,Stephen Frears
2006,Paul Greengrass
2007,Joel Coen and Ethan Coen
2007,Tim Burton
2007,Sean Penn
2007,Julian Schnabel
2007,Joe Wright
2008,Danny Boyle
2008,David Fincher
2008,Ron Howard
2008,Christopher Nolan
2008,Gus Van Sant
2009,Kathryn Bigelow
2009,James Cameron
2009,Lee Daniels
2009,Clint Eastwood
2009,Jason Reitman
2009,Quentin Tarantino
2010,David Fincher
2010,Darren Aronofsky
2010,Danny Boyle
2010,Joel Coen and Ethan Coen
2010,Tom Hooper
2010,Christopher Nolan
2011,Michel Hazanavicius
2011,Stephen Daldry
2011,Alexander Payne
2011,Nicolas Winding Refn
2011,Martin Scorsese
2011,Steven Spielberg
2012,Ben Affleck
2012,Kathryn Bigelow
2012,Tom Hooper
2012,Ang Lee
2012,David O. Russell
2012,Steven Spielberg
2013,Alfonso Cuarón
2013,Paul Greengrass
2013,Spike Jonze
2013,Steve McQueen
2013,David O. Russell
2013,Martin Scorsese
2014,Richard Linklater
2014,Wes Anderson
2014,Ava DuVernay
2014,David Fincher
2014,Alejandro G. Iñárritu
2014,Angelina Jolie
2015,George Miller
2015,Todd Haynes
2015,Alejandro G. Iñárritu
2015,Tom McCarthy
2015,Ridley Scott
2015,Steven Spielberg
2016,Damien Chazelle
2016,Mel Gibson
2016,Barry Jenkins
2016,Kenneth Lonergan
2016,David Mackenzie
2016,Denis Villeneuve
2016,Denzel Washington
