2002,Nicole Kidman
2002,Halle Berry
2002,Salma Hayek
2002,Meryl Streep
2002,Renée Zellweger
,
2003,Scarlett Johansson
2003,Anne Reid
2003,Uma Thurman
2003,Naomi Watts
,
2004,Imelda Staunton
2004,Charlize Theron
2004,Kate Winslet
2004,Ziyi Zhang
,
2005,Reese Witherspoon
2005,Judi Dench
2005,Charlize Theron
2005,Rachel Weisz
2005,Ziyi Zhang
,
2006,Helen Mirren
2006,Penélope Cruz
2006,Judi Dench
2006,Meryl Streep
2006,Kate Winslet
,
2007,Marion Cotillard
2007,Cate Blanchett
2007,Julie Christie
2007,Keira Knightley
2007,Ellen Page
,
2008,Kate Winslet
2008,Angelina Jolie
2008,Meryl Streep
2008,Kristin Scott Thomas
2008,Kate Winslet
,
2009,Carey Mulligan
2009,Saoirse Ronan
2009,Gabourey Sidibe
2009,Meryl Streep
2009,Audrey Tautou
,
2010,Natalie Portman
2010,Annette Bening
2010,Julianne Moore
2010,Noomi Rapace
2010,Hailee Steinfeld
,
2011,Meryl Streep
2011,Bérénice Bejo
2011,Viola Davis
2011,Tilda Swinton
2011,Michelle Williams
,
2012,Emmanuelle Riva
2012,Jessica Chastain
2012,Marion Cotillard
2012,Jennifer Lawrence
2012,Helen Mirren
,
2013,Cate Blanchett
2013,Amy Adams
2013,Sandra Bullock
2013,Judi Dench
2013,Emma Thompson
,
2014,Julianne Moore
2014,Amy Adams
2014,Felicity Jones
2014,Rosamund Pike
2014,Reese Witherspoon
,
2015,Brie Larson
2015,Cate Blanchett
2015,Saoirse Ronan
2015,Maggie Smith
2015,Alicia Vikander
,
2016,Emma Stone
2016,Amy Adams
2016,Emily Blunt
2016,Natalie Portman
2016,Meryl Streep
