2002,Nicole Kidman
2002,Salma Hayek
2002,Diane Lane
2002,Julianne Moore
2002,Meryl Streep
2003,Charlize Theron
2003,Cate Blanchett
2003,Scarlett Johansson
2003,Nicole Kidman
2003,Uma Thurman
2003,Evan Rachel Wood
2004,Hilary Swank
2004,Scarlett Johansson
2004,Nicole Kidman
2004,Imelda Staunton
2004,Uma Thurman
2005,Felicity Huffman
2005,Maria Bello
2005,Gwyneth Paltrow
2005,Charlize Theron
2005,Ziyi Zhang
2006,Helen Mirren
2006,Penélope Cruz
2006,Judi Dench
2006,Maggie Gyllenhaal
2006,Kate Winslet
2007,Julie Christie
2007,Cate Blanchett
2007,Jodie Foster
2007,Angelina Jolie
2007,Keira Knightley
2008,Kate Winslet
2008,Anne Hathaway
2008,Angelina Jolie
2008,Kristin Scott Thomas
2008,Meryl Streep
2009,Sandra Bullock
2009,Emily Blunt
2009,Helen Mirren
2009,Carey Mulligan
2009,Gabourey Sidibe
2010,Natalie Portman
2010,Halle Berry
2010,Nicole Kidman
2010,Jennifer Lawrence
2010,Michelle Williams
2011,Meryl Streep
2011,Glenn Close
2011,Viola Davis
2011,Rooney Mara
2011,Tilda Swinton
2012,Jessica Chastain
2012,Marion Cotillard
2012,Helen Mirren
2012,Naomi Watts
2012,Rachel Weisz
2013,Cate Blanchett
2013,Sandra Bullock
2013,Judi Dench
2013,Emma Thompson
2013,Kate Winslet
2014,Julianne Moore
2014,Jennifer Aniston
2014,Felicity Jones
2014,Rosamund Pike
2014,Reese Witherspoon
2015,Brie Larson
2015,Cate Blanchett
2015,Rooney Mara
2015,Saoirse Ronan
2015,Alicia Vikander
2016,Isabelle Huppert
2016,Amy Adams
2016,Jessica Chastain
2016,Ruth Negga
2016,Natalie Portman
